,pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,depression_perc,alzheimers_perc,blood pressure_perc,hypertension_perc,diabeties_perc,cardiovascular disease_perc,insomnia_perc,addiction_perc,social anxiety_perc,loneliness_perc,depression_zscore,alzheimers_zscore,blood pressure_zscore,hypertension_zscore,diabeties_zscore,cardiovascular disease_zscore,insomnia_zscore,addiction_zscore,social anxiety_zscore,loneliness_zscore,loneills
4269,PL143XA,2018,1336.0,Q66,11N,226064.0,65195.0,E01018769,E02003895,D1,E12000009,E06000052,67.0,6.846906567516954,0.16689486536694872,10.422063180927918,10.467798160822717,1.984218538816761,6.670396618579862,0.3358669288602158,0.0,0.14722421016681073,26.472081679963463,0.47390246980797807,-0.33238846005834083,0.900318955529169,0.8671511875875713,0.12710331730852756,0.1646897515928236,-0.40792195284140365,-0.07757956823376304,0.30748396734706307,0.9032521904501889,0.8306476436091049
4270,PL144AQ,2018,781.1666666666666,Q66,11N,225040.0,64445.0,E01018771,E02003896,D1,E12000009,E06000052,-16.0,7.269478070546051,0.09020922300723512,8.602176588308737,8.629188701399704,1.8101676136084361,6.298073086944932,0.5445936980229895,0.00037753514852232744,0.03477127961275633,24.642087928677867,0.7167802013984558,-0.8452451777776838,-0.16424552834021808,-0.20310502636305677,-0.07887709375603623,-0.13771591440377207,0.1343739121340949,-0.07695501734616732,-0.46073368057800085,0.206035114091315,-0.7348847885323581
4271,PL145RP,2018,0.0,Q66,11N,229169.0,69881.0,E01018779,E02003894,D1,E12000009,E06000052,74.0,5.826246033707027,0.07935301093911044,9.775097685293808,9.835542515356266,1.67987776995046,5.8987276975496625,0.3996286394919301,0.00065359477124183,0.1278915312995916,23.7200292617657,-0.11273366963517742,-0.9178491374864243,0.5218687313589923,0.49911460978263256,-0.23306849217627323,-0.46206905940229354,-0.24226178305083004,-0.07649833594028067,0.17541355340327816,-0.14526392587766523,-0.6748147629268016
4272,PL14JZ,2018,615.9166666666666,Q66,99P,245931.0,54481.0,E01015047,E02003147,C1,E12000009,E06000026,-31.0,7.666078122232022,0.10912048616706577,7.92493486930815,7.926467877343964,1.3507792398533092,6.682886513554898,0.9286430936001239,0.26640769176632484,0.0244114424813008,24.93038302451771,0.9447305487637442,-0.7187708071701726,-0.5604061923984436,-0.6121594477702978,-0.6225398519465143,0.17483419503309658,1.132177883341081,0.363134789108104,-0.5315064890304041,0.3158738846930441,0.5776064772420545
4273,PL159HH,2018,1535.25,Q66,11N,233178.0,83544.0,E01018947,E02003935,D2,E12000009,E06000052,-93.0,6.525700541326699,0.09571789796138852,9.582498898030295,9.615095601636837,1.9310980292000723,6.462808589870554,0.4500174690735544,0.0002104642842109694,0.0806892476425931,25.080648593353313,0.289285687902292,-0.808404370697817,0.4092057613758093,0.37079226375897073,0.06423789792791687,-0.003915750721522416,-0.11134587785727887,-0.0772314002392713,-0.1470469387244985,0.3731242007159059,-0.4839506358576029
4274,PL15AJ,2018,256.4166666666667,Q66,99P,247578.0,54955.0,E01015151,E02003150,C1,E12000009,E06000026,104.0,8.006249175469085,0.06083760734092977,6.428130336959337,6.428130336959337,1.5226292053234012,7.972371139835466,1.2940920611751534,0.0016439797461695273,0.0442244461845882,25.285953505849537,1.1402476936036616,-1.04167608637041,-1.4359799511676576,-1.4843430727231388,-0.41916416470674567,1.2221691713920348,2.0816558289368063,-0.0748599565269372,-0.3961547553914691,0.45134418958317535,0.22486965152851285
4275,PL15BZ,2018,692.6666666666666,Q66,99P,247485.0,55110.0,E01015152,E02003148,C1,E12000009,E06000026,-51.0,8.48801975820246,0.1332880236236332,6.4539818089568755,6.4892405659070285,1.7875418806138044,5.884430903057521,0.8696208327759641,0.9014193849308648,0.01840774614307475,24.553561349111277,1.4171507631257154,-0.5571436295924591,-1.420857822648256,-1.448770753690397,-0.10565349714081068,-0.47368108843797546,0.9788313427184625,1.4136253676723844,-0.5725204977990893,0.1723069972919497,1.2311725924346169
4276,PL177AW,2018,1339.5,Q66,11N,235570.0,69647.0,E01018751,E02003894,F1,E12000009,E06000052,67.0,5.475070837105053,0.12137275082532863,9.696184291505388,9.78452177166196,1.6896689407236112,6.951217645605722,0.4262008870629796,0.0017650225481630527,0.031881715592240546,24.449817855532817,-0.31457556983461965,-0.6368303546433449,0.475707395444183,0.46941538915730796,-0.22148113992150578,0.39277597899483097,-0.1732240643208101,-0.07465971718573143,-0.48047362034153135,0.13278132392108974,-1.2103479371687293
4277,PL198BU,2018,1201.1666666666667,Q66,99P,247750.0,74121.0,E01020334,E02004233,C1,E12000009,E07000047,-48.0,5.860277796480207,0.14830196023971068,8.443914337717738,8.495963085148837,1.0776613979831653,6.30571080172275,0.6340378952241832,0.07291966567573162,0.16571857342766166,22.594872602474585,-0.09317353061698584,-0.4567337221309171,-0.2568229294814275,-0.28065577696924454,-0.9457609165294447,-0.13151247028103305,0.36676010046451474,0.04305037072480157,0.43382746212413514,-0.573942130863645,0.013074903596303866
4278,PL199FD,2018,1030.6666666666667,Q66,99P,248053.0,73985.0,E01020335,E02004233,C1,E12000009,E07000047,11.0,5.789970773063055,0.13531686181134062,9.034532846547004,9.054011630415495,1.017073650840007,5.582246776809228,0.8768456376995548,0.04147052482686913,0.2649840114373378,22.49693585546555,-0.1335832843273792,-0.5435752058078538,0.08866644912355216,0.04418478131069468,-1.0174634314519377,-0.7191186828614089,0.9976022069014961,-0.008975484107938915,1.111955287982696,-0.6112554672451309,1.467608301951715
4279,PL206AS,2018,616.8333333333334,Q66,99P,252355.0,67799.0,E01020316,E02004235,D1,E12000009,E07000047,-16.0,5.717248708900724,0.13356968368393798,8.28315300652614,8.305043921447375,0.8258750304696097,6.267207888456974,0.5545622286817724,0.0,0.24995837212043648,21.803507461640393,-0.1753811099112496,-0.5552599490285935,-0.35086219778541167,-0.39178999324694724,-1.2437372669499873,-0.1627850011302592,0.16027328756075,-0.07757956823376304,1.0093082405671396,-0.8754476903428121,-0.030429092292663773
4280,PL210QL,2018,369.6666666666667,Q66,99P,265758.0,51540.0,E01020158,E02004196,D1,E12000009,E07000044,-103.0,5.421174288281272,0.0332182040550669,10.18421919346729,10.28128092097899,1.6624815209993893,7.234230041198535,0.35652252484763003,0.0,0.06058704957193037,24.988907500360884,-0.345553218410165,-1.2263885837647834,0.7611892631739693,0.7585793351321218,-0.2536560673680403,0.6226420623947212,-0.35425636726505677,-0.07757956823376304,-0.28437429199027336,0.338171372820612,-1.52957269453192
4281,PL219AE,2018,0.0,Q66,99P,263492.0,56136.0,E01020161,E02004193,C1,E12000009,E07000044,2.0,5.640599248080307,0.1400133779641126,6.867271423661654,6.936101219886946,1.5138421175245207,4.674133327813702,0.5988227594341238,0.062168568619665465,0.01723867612722563,19.565680619323377,-0.2194362509660737,-0.5121659382486388,-1.1790991069397345,-1.1886527665665125,-0.42956323586771444,-1.4566993862299669,0.2752671760059022,0.02526498773390717,-0.5805069523397616,-1.7280468247942729,-2.2002297443811774
4282,PL21JR,2018,640.9166666666666,Q66,99P,245302.0,56048.0,E01015041,E02003135,C1,E12000009,E06000026,16.0,7.4359846365812245,0.08771528748087414,6.753656288083419,6.804372717231252,0.8017984470495777,5.229249921226813,0.52428753934101,0.7465485914278811,0.019865581902404384,21.629957140338632,0.8124817259065066,-0.8619240703173527,-1.2455596428089075,-1.265332046007352,-1.272230677967209,-1.0058269893129406,0.08161620438561619,1.1574248736958062,-0.5625613517583827,-0.9415693629081698,-0.6382946640951586
4283,PL220EF,2018,414.5,Q66,11N,210465.0,59843.0,E01019035,E02003957,D1,E12000009,E06000052,-47.0,6.249381400695756,0.1784153155353788,9.053828010785011,9.130586140111271,1.6501364307005943,6.517243417489348,0.6050948207342951,0.0,0.04751396996333391,24.33085752526664,0.13046814911796847,-0.25534222195922296,0.09995338680500801,0.08875887202479647,-0.2682658533909032,0.04029687324878262,0.2915627039901603,-0.07757956823376304,-0.3736825067123929,0.0874581234387917,-0.19581457177245365
4284,PL231DT,2018,659.1666666666666,Q66,11N,212562.0,51989.0,E01019027,E02003960,D1,E12000009,E06000052,112.0,6.054162480313816,0.08263964579533634,9.459376802215965,9.520683430864695,1.500103117949708,6.926511436086321,0.5114018846826559,0.0,0.0313811662791357,24.595501995692533,0.018263875507395947,-0.8958688460936838,0.33718401512245577,0.31583485454757576,-0.4458226425709454,0.3727092974419399,0.048137809320351194,-0.07757956823376304,-0.48389310273375835,0.18828614201276728,-1.0751049776858823
4285,PL23HY,2018,959.1666666666666,Q66,99P,246483.0,56465.0,E01015072,E02003134,C1,E12000009,E06000026,-49.0,7.425805069486118,0.0989360506774924,6.5293898445624485,6.574584933282815,1.3353615625236508,5.812517959964811,0.8234131004367509,0.09220202502311915,0.029731498888632166,22.16282070139476,0.806630905046818,-0.7868820728032677,-1.3767469880338215,-1.3990917209618887,-0.6407858883305366,-0.5320896487409794,0.858778403280165,0.07494889644481995,-0.4951627388059115,-0.7385514160563114,-0.940778327799265
4286,PL23PR,2018,1491.9166666666667,Q66,99P,247431.0,57071.0,E01015102,E02003132,C1,E12000009,E06000026,75.0,8.626602428931728,0.29795448350917025,7.013521510609148,7.037027748838377,1.0164964559261243,5.3131158745865195,0.33092897159493434,0.0018738175409720962,0.09828613892509434,22.62399978092783,1.496802714246889,0.5441094542537276,-1.0935483649547413,-1.1299033436212857,-1.0181465122542006,-0.9377100498092383,-0.4207513269419512,-0.07447973921655213,-0.02683448747727951,-0.5628448436792011,0.38894327124354805
4287,PL242JL,2018,548.8333333333334,Q66,11N,207097.0,54246.0,E01019057,E02003959,D1,E12000009,E06000052,36.0,7.905122040267571,0.05651589719762368,9.84077159548293,9.855548992596264,1.3445527994177047,5.738920660261275,0.46216081809839676,0.0,0.23661193969738084,25.362821207838834,1.0821237334598182,-1.0705787337347454,0.560285472593152,0.5107603981123022,-0.6299085272859861,-0.591866263811932,-0.0797960771798641,-0.07757956823376304,0.9181326271463565,0.4806303411942137,1.2830623795701044
4288,PL253EF,2018,2570.4166666666665,Q66,11N,203702.0,53019.0,E01019013,E02003961,C1,E12000009,E06000052,38.0,7.808650525398715,0.08406314544915085,8.743005249187743,8.78915106700808,1.1347674582704974,5.340591169545289,0.6776487468035487,0.019995256821989753,0.0462020498514513,23.85486736929727,1.026675643547254,-0.8863487933476243,-0.08186611454009272,-0.10999078999644304,-0.8781788007884144,-0.915394283642177,0.4800660485918815,-0.04450170662337728,-0.38264483590782095,-0.09389138373161615,0.08325556626386987
4289,PL266UE,2018,437.5,Q66,11N,201381.0,44908.0,E01019038,E02003964,D1,E12000009,E06000052,-52.0,5.821328721991233,0.09184920821832702,10.288574848235013,10.358453082643173,1.5844709794545306,5.520847636049243,0.4995698191116506,0.0,0.04382466957950559,23.87651944746816,-0.11555994993684025,-0.8342773172162038,0.8222333547163808,0.8035013195926033,-0.3459775726719986,-0.7689878060178459,0.017396758428736513,-0.07757956823376304,-0.39888581310369475,-0.08564206668952515,-0.6054045704691621
4290,PL267RL,2018,445.4166666666667,Q66,11N,194387.0,52925.0,E01019072,E02003958,D1,E12000009,E06000052,-19.0,6.6567226555125,0.041322450328856765,9.048021696765106,9.091131476775926,2.128608571182889,5.170851979630175,0.8759808163766402,0.0,0.037493976057597495,23.96461794980699,0.3645921239812168,-1.1721891663031834,0.09655691379792479,0.06579227714105515,0.2979815713873409,-1.053258502287193,0.9953553028304927,-0.07757956823376304,-0.4421336899102217,-0.05207704484771623,-0.2661627204944034
4291,PL268JF,2018,1069.6666666666667,Q66,11N,198794.0,60433.0,E01019052,E02003956,D1,E12000009,E06000052,-76.0,7.351384446093075,0.06985445273900888,9.92392900184776,9.937460573270132,1.9743646040836154,5.9949431194643,0.803772257234591,0.019836695492163398,0.02169027713308043,26.151616148376885,0.7638568134110011,-0.9813734065891033,0.6089293945527531,0.5584412026254241,0.11544168710169403,-0.38392173249154493,0.8077492607514594,-0.0447640123177451,-0.5500960200735296,0.7811566691678781,0.5538138378075064
4292,PL277BS,2018,609.5833333333334,Q66,11N,199056.0,72178.0,E01018972,E02003939,D1,E12000009,E06000052,98.0,5.499366785946943,0.11465345250709343,9.880133615519737,9.899049070994634,1.5970061596902252,6.729862692473037,0.42195587548120433,0.0,0.0563648471093316,24.26189403709314,-0.3006111995463795,-0.6817675446417372,0.5833107581875868,0.5360818327294207,-0.3311428248840951,0.21298881450969767,-0.1842530867926455,-0.07757956823376304,-0.313218097384228,0.06118343175415615,-1.0213476638693324
4293,PL293TR,2018,716.0833333333334,Q66,11N,200163.0,80485.0,E01018962,E02003937,D2,E12000009,E06000052,8.0,6.400423262781505,0.10109241634319761,10.038303348406094,10.085783777534507,1.0527970727431473,6.414299765544552,0.49517072550269053,0.0,0.3297855333753366,24.5495670204496,0.2172811608227886,-0.7724607732811392,0.6758340399881237,0.6447802727435735,-0.9751865798957947,-0.04331520329601097,0.005967413341145991,-0.07757956823376304,1.5546442647830345,0.1707851810838048,1.5726327701756404
4294,PL312JJ,2018,888.4166666666666,Q66,11N,207082.0,67103.0,E01018933,E02003941,C1,E12000009,E06000052,19.0,7.9237004024832975,0.11572005822152785,8.77356219411098,8.819596902600633,1.6985341606680435,5.584946255928816,0.4507379957092752,0.0,0.06504193508161187,24.593235775611593,1.092801856426646,-0.6746343201035685,-0.06399146321139955,-0.09226824181479962,-0.21098960334308028,-0.7169261333402482,-0.10947386778054842,-0.07757956823376304,-0.2539409217689619,0.1874227252179781,-0.11509506327499552
4295,PL312LB,2018,964.75,Q66,11N,206904.0,67213.0,E01018932,E02003941,C1,E12000009,E06000052,-63.0,7.050970873789364,0.07878638765551504,8.282520927058078,8.459478012743748,1.191185544314333,6.522385954886352,0.6430812392084719,0.00114560080492715,0.13971056779281674,23.947033613402713,0.59119072860146,-0.9216385894420457,-0.3512319402492612,-0.30189377031136466,-0.8114108675477506,0.044473704188327856,0.39025573577713896,-0.07568441753760129,0.256154823291318,-0.0587765757116263,-0.06161548962109464
4296,PL329YT,2018,540.75,Q66,11N,210761.0,83901.0,E01033291,E02003934,D2,E12000009,E06000052,-51.0,6.101463001236719,0.037411102433806825,10.726499470168868,10.786067735118637,1.675674469949974,6.495323402853842,0.8056384116025116,0.0006605892456070815,0.16952405892123215,25.9022387124411,0.04545038274333596,-1.198347401164206,1.0784026132918596,1.0524161919939583,-0.2380428837854617,0.022493172807401818,0.812597741859985,-0.07648676508339441,0.459824482394571,0.6861453027788542,1.0954546327442498
4297,PL34DP,2018,643.5833333333334,Q66,99P,246036.0,55479.0,E01015173,E02003145,C1,E12000009,E06000026,-42.0,7.049510293278644,0.31305775438396727,7.317871725868365,7.368131023409982,1.4980347726725753,5.8127652797614076,0.800883204498366,0.0,0.01903802369241798,22.84238232800494,0.5903512434996345,0.6451168095985629,-0.9155150571997435,-0.9371678307838465,-0.4482704239308968,-0.5318887726172614,0.8002431734449043,-0.07757956823376304,-0.5682147822067003,-0.47964235137891653,0.4527490453187919
4298,PL350BG,2018,405.5833333333333,Q66,11N,209944.0,90607.0,E01018969,E02003933,E2,E12000009,E06000052,-119.0,6.185442135899508,0.14424650543927972,10.940728005983104,10.980584389752138,1.311548346928669,6.51444617427216,0.5871118003790853,0.0,0.1335809670310267,25.723379352670843,0.09371833640708532,-0.48385571229502145,1.2037181640432681,1.1656445109669957,-0.6689676169318208,0.038024918547628836,0.24484077360472226,-0.07757956823376304,0.21428070354413595,0.6180009171432024,1.1570490439941548
4299,PL35HE,2018,763.5,Q66,99P,248695.0,56545.0,E01015036,E02003137,C1,E12000009,E06000026,-46.0,6.2152897987743545,0.2722438633718609,7.0103117326687965,7.044484176712081,1.4506306808099143,5.6542025195924985,0.5103694342033822,0.0,0.00821794510528089,21.147220473464092,0.11087361687525481,0.3721624789347018,-1.095425963048086,-1.1255629502741251,-0.5043707538563261,-0.6606753601331787,0.04545538565256822,-0.07757956823376304,-0.642131711553235,-1.1254892518657404,-1.3167827485985981
4300,PL40BZ,2018,512.6666666666666,Q66,99P,249126.0,54238.0,E01015182,E02003149,C1,E12000009,E06000026,-106.0,7.153793172184514,0.08626216686246856,8.229949968902721,8.251170593008565,1.019177853326986,6.052250684214717,0.2384678458491368,0.15884042624989334,0.02504041848880638,22.959962741696284,0.6502890028866849,-0.8716422215627975,-0.3819839525791239,-0.4231497060083149,-1.0149732149092088,-0.33737583675163957,-0.6609758384602769,0.18518783127522778,-0.5272096648684498,-0.43484489116171443,-1.6475005967379261
4301,PL46NX,2018,83.83333333333333,Q66,99P,248013.0,55855.0,E01015049,E02003144,C1,E12000009,E06000026,120.0,3.5556466547576093,0.030734764786202278,8.222009302832268,8.339694837508102,2.2057718110808975,7.844593609540926,1.5717814574060298,0.0,0.0,23.548223135079766,-1.417786240754742,-1.2429972796417883,-0.38662894041031914,-0.3716196639565102,0.38930033831857896,1.1183867191295,2.803124435611358,-0.07757956823376304,-0.6982722712385295,-0.21072107034297122,-1.005130588213975
4302,PL47DL,2018,875.25,Q66,99P,248550.0,55797.0,E01015032,E02003144,C1,E12000009,E06000026,-87.0,8.114394957720728,0.17678530081847654,7.744693876379134,7.760600839068654,1.0883031060469044,6.092240497323002,0.9331802829024115,0.0,0.029226101720485686,24.16550498388018,1.202405700203904,-0.2662434020474513,-0.665840322408398,-0.7087107993876481,-0.9331669966822825,-0.3048956279048137,1.1439660167324566,-0.07757956823376304,-0.49861533912382716,0.024459757792467562,0.7952226081436707
4303,PL47PY,2018,0.0,Q66,99P,249602.0,55358.0,E01015175,E02003146,C1,E12000009,E06000026,16.0,9.065800234027769,0.10912009055192096,3.2794240480467094,3.2794240480467094,0.6359522974490754,3.3773419165366514,1.7849636339202601,3.8809434258081716,0.568831150385239,22.133545646340558,1.749236600243925,-0.71877345295729,-3.277853449718117,-3.3172078251277632,-1.4685011547101425,-2.5099690215492254,3.3569959551766715,6.3426085143439375,3.1876747313200573,-0.7497050433737803,10.600534522999538
4304,PL49BH,2018,896.4166666666666,Q66,99P,248752.0,54695.0,E01032657,E02003148,C1,E12000009,E06000026,-93.0,7.061200320956869,0.11063776954788307,8.836977944276542,8.931465743266891,1.7134143751605537,5.690156326538261,0.2288027629708492,0.0,0.02289200594653713,23.735677298441306,0.5970702185946533,-0.7086235494751015,-0.026895659759695736,-0.02714928941471358,-0.19337962687080623,-0.631473244202437,-0.6860868220708815,-0.07757956823376304,-0.5418864582775947,-0.13930211405505177,-1.444255468877401
4305,PL49BL,2018,1259.3333333333333,Q66,99P,248781.0,54754.0,E01015179,E02003149,C1,E12000009,E06000026,13.0,8.55685132113753,0.31244838669022174,6.7961841924085915,6.810404527563108,1.1282538927915595,5.382575973170442,0.9088853597968152,0.18182012847553927,0.05984563180135727,23.281239589625216,1.4567124793031216,0.6410414924246831,-1.2206824352391676,-1.2618209238079339,-0.8858872740024563,-0.8812937194198494,1.0808450457477137,0.22320281737092273,-0.2894392575099201,-0.31244026302708755,1.8505416535285872
4306,PL51PL,2018,1666.6666666666667,Q66,99P,244573.0,58409.0,E01015150,E02003130,C1,E12000009,E06000026,73.0,7.486422369606681,0.17565420953249136,7.6467458762678335,7.690824258948648,1.2158616896087977,5.9371584593815605,0.5119457179951156,0.06630964966622378,0.028480391221463407,23.084176354739515,0.841471381138761,-0.27380789191180244,-0.7231361795279657,-0.7493278092039117,-0.7822079055688986,-0.4308551308184647,0.04955075006468291,0.0321155176868311,-0.5037096302442934,-0.3875202202063443,-0.6037076824697326
4307,PL52ST,2018,963.8333333333334,Q66,99P,245465.0,60110.0,E01015083,E02003125,C1,E12000009,E06000026,29.0,7.436598414783673,0.16011345825706905,6.323667022660523,6.343330739119569,1.014161198138283,5.231285348075172,0.8314264650488719,0.6407556977038472,0.12298087870435687,21.657671321126486,0.8128345018425123,-0.3777410200014078,-1.4970870194436827,-1.5337049946165502,-1.020910170985147,-1.0041737910609732,0.879598035142072,0.9824132332292842,0.14186662876644104,-0.9310104196937387,0.9052663843623516
4308,PL53BP,2018,297.8333333333333,Q66,99P,248045.0,58935.0,E01015070,E02003128,C1,E12000009,E06000026,75.0,6.11383967987704,0.06771421382196334,7.026081467977213,7.047534394477791,1.3034985063055362,6.260635493397746,1.2165770556165743,0.0,0.016179729616602394,22.00979934349665,0.05256401821387167,-0.9956868539614605,-1.0862012672909729,-1.1237874157793348,-0.6784941935850187,-0.16812317972012925,1.8802630360689745,-0.07757956823376304,-0.5877411026074453,-0.7968516718354559,-0.8519678862991575
4309,PL53JB,2018,1029.75,Q66,99P,248454.0,58706.0,E01015071,E02003129,C1,E12000009,E06000026,70.0,7.052722609595395,0.2205170170663369,7.269743979608754,7.279247883764985,0.7781797772542823,5.169390609149635,0.37954668084110016,0.0,0.0940073622090339,20.879604577671735,0.5921975584890999,0.026224702345631297,-0.9436679594544501,-0.9889067860214379,-1.3001821715166406,-1.054445445028886,-0.29443699364138576,-0.07757956823376304,-0.0560647775961169,-1.2274493663854915,-0.7985658646579723
4310,PL53PY,2018,611.75,Q66,99P,246663.0,59050.0,E01015088,E02003127,C1,E12000009,E06000026,-93.0,9.177077304693,0.09321552797589693,6.391444755816148,6.402106362801685,1.0661054961741474,5.016430530004954,0.7604845289927152,0.0,0.06215961407604248,22.515419750642398,1.8131943501335188,-0.8251396710459409,-1.4574396217391852,-1.4994916514009935,-0.9594367381431146,-1.1786814673977162,0.6952828237730488,-0.07757956823376304,-0.2736313811687653,-0.6042132096713708,-0.16736509794289506
4311,PL54DU,2018,585.25,Q66,99P,247332.0,59719.0,E01015030,E02003128,C1,E12000009,E06000026,-114.0,9.465772429431707,0.08180462251372142,6.246489784162389,6.299216153236799,1.5166079580305087,5.607817404969841,1.0165651872672916,0.0006230995463835302,0.03322120382937895,23.988406854996253,1.9791251251979676,-0.9014532982316662,-1.5422327705039098,-1.5593841345910122,-0.42629000440582737,-0.6983499100553876,1.36060947372569,-0.07654878374580877,-0.47132296061316514,-0.04301360902221959,0.3310254217420051
4312,PL66DX,2018,468.0,Q66,99P,248576.0,60822.0,E01015159,E02003123,C1,E12000009,E06000026,-97.0,6.957224668933832,0.09614441407333685,6.8162378080776485,6.868091028942655,1.630967317683159,5.365135023146994,0.6339701726998344,0.09041438536834602,0.01909763434764257,21.641947010848156,0.5373090413193907,-0.8055519247053564,-1.2089518322988382,-1.2282415596606904,-0.2909515229692087,-0.8954594695251251,0.36658414965059954,0.07199163024732885,-0.5678075544259543,-0.9370012913195652,-1.625716217574682
4313,PL66PH,2018,897.6666666666666,Q66,99P,249865.0,60762.0,E01015160,E02003122,C1,E12000009,E06000026,-4.0,6.5166550263111125,0.45531083845129966,8.518336007866377,8.553049183367117,1.361723285722695,7.365920866084854,0.42971067229744503,0.0,0.03311550127193763,24.68236987223452,0.28408667625028783,1.5964741632738397,-0.21328908116813153,-0.24742590804021006,-0.6095881306948899,0.729602939754566,-0.1641052434468169,-0.07757956823376304,-0.47204506336012914,0.22138230251580707,0.9194050564432084
4314,PL68UE,2018,277.5,Q66,99P,251226.0,58921.0,E01015094,E02003126,C1,E12000009,E06000026,-58.0,5.485474023277443,0.3958807861036209,8.180177936603611,8.205291835701972,1.6156146147282877,6.119342551099497,0.7509740911864554,0.0,0.02710324170797325,22.572577902097276,-0.30859622139121684,1.1990190381286494,-0.41109869966859813,-0.4498557717494988,-0.30912066548776435,-0.2828830127306732,0.6705736256326831,-0.07757956823376304,-0.5131175714591825,-0.5824362832641349,0.5204435309276714
4315,PL68UF,2018,580.5,Q66,99P,251164.0,58601.0,E01015094,E02003126,C1,E12000009,E06000026,-58.0,6.817042236548456,0.07661950471639138,7.575806753496292,7.601208038930447,1.1233454945339532,5.778164772113324,0.3371256011080277,0.21471040674185649,0.043717896566114016,21.948216054692455,0.4567376091652183,-0.9361302261767053,-0.764632869995225,-0.8014934911836757,-0.8916961135105498,-0.5599917225253499,-0.40465177931222157,0.2776127248057629,-0.39961522862719795,-0.8203145500788708,-1.8075403913288193
4316,PL71AD,2018,4521.75,Q66,99P,254174.0,56056.0,E01015114,E02003140,C1,E12000009,E06000026,31.0,6.567236576400108,0.1658478008292945,7.499890113776334,7.533828689611539,1.0896062154917716,5.643420788905136,0.6805137819209323,0.027067989468463966,0.06507627472099249,21.707521842627244,0.31315899195989577,-0.3393909975020875,-0.8090412186848331,-0.8407150708024065,-0.931624832980512,-0.6694324119230313,0.48750973539544173,-0.032801388204358815,-0.2537063319110933,-0.9120176581986205,-0.6659450610646086
4317,PL82EA,2018,483.1666666666667,Q66,99P,257961.0,51759.0,E01020190,E02004196,D1,E12000009,E07000044,-40.0,5.624010075594384,0.34597803842335817,9.348223595840382,9.372219245767978,1.479709673480811,6.815574003525303,0.7914591171605375,0.0,0.08730400347220092,24.42895015395237,-0.2289710647276792,0.8652804321399852,0.27216361426036145,0.2294137193605841,-0.4699572461055023,0.2826045758030682,0.7757583236339686,-0.07757956823376304,-0.10185850174928518,0.12483084984104054,1.4620433404238102
4318,PL90BE,2018,205.25,Q66,99P,252557.0,48935.0,E01020186,E02004197,D1,E12000009,E07000044,113.0,4.626827544248125,0.2773421410745101,13.469000337955487,13.49736616629256,1.7818609809168657,9.778894479356529,0.12030054318653133,0.0,0.1852795185896953,30.082591855075123,-0.8021129577775592,0.4062586394172277,2.6826613801113703,2.630665438437577,-0.1123765527832406,2.6894492308267965,-0.9679879187328635,-0.07757956823376304,0.5674572680307527,2.2788357664524965,1.7567009011413717
4319,PL99BN,2018,985.0,Q66,99P,251711.0,52849.0,E01015134,E02003153,C1,E12000009,E06000026,-35.0,5.864493402160364,0.2933866742311622,8.378031186386098,8.432817549568421,1.074575402495711,5.573539366610819,0.7696430522562027,0.0010235122064297462,0.08286730643744143,22.00947895952911,-0.09075056376395135,0.513560949978332,-0.2953620688308279,-0.3174128498167807,-0.94941303511651,-0.7261909465149918,0.719077707941442,-0.07588638692470423,-0.1321676181396375,-0.7969737362813066,0.6164212392747003
4320,PL99BR,2018,234.66666666666666,Q66,99P,251557.0,53105.0,E01015134,E02003153,C1,E12000009,E06000026,-35.0,6.117064340682617,0.3562756772002438,7.513846768343202,7.558863300196641,1.1958608480353148,5.591700088646434,0.203247496223346,0.0,0.05656094148439816,21.023011750984598,0.054417428337349645,0.9341487764722931,-0.800877106247399,-0.8261424015467245,-0.8058778835596055,-0.7114405888944482,-0.7524823090565943,-0.07757956823376304,-0.31187848659024736,-1.172812059544502,-0.9795165606176863
4321,PL99DL,2018,871.0,Q66,99P,251051.0,53103.0,E01015136,E02003152,C1,E12000009,E06000026,7.0,5.991409647499947,0.3170007967768755,7.177642456499753,7.187654016450948,0.9518319533011321,6.988936314941355,0.5463946433150545,0.0004541821088583678,0.09211994883389775,21.98368155439417,-0.017804022056580472,0.6714870102936213,-0.997543849748805,-1.0422236582643234,-1.094673659788975,0.423411537458891,0.1390529726535068,-0.07682822139803705,-0.06895856574877365,-0.806802399014822,-0.39527448452058644
4322,PO107DD,2018,1059.6666666666667,Q70,10V,474902.0,105969.0,E01022929,E02004774,C1,E12000008,E07000090,-11.0,5.2864829238556466,0.44963394311553273,8.59179059503808,8.627721379654325,1.2877120083219207,5.730477969576118,0.60853207176201,0.0,0.09696307058230512,21.99056029628555,-0.4229685973981556,1.5585083352628952,-0.17032093963809158,-0.20395915566594267,-0.6971767104406057,-0.5987235190819312,0.3004930727525825,-0.07757956823376304,-0.03587297536135542,-0.8041816379837166,1.1186211113562612
